baseline_trans_multiplier,sus_per_inv,testing_bool,test_sens,test_spec,test_receptiveness,test_turnaround_time,react_vacc_bool,react_vacc_threshold,react_vacc_turnaround_time,ini_vacc_prop,react_vacc_prop,paridx
1.0,3,1,0.8000000000000002,0.9500000000000003,0.1,5,1,10,21,0.8,0.8,6443
1.0,3,1,0.8000000000000002,0.9000000000000002,0.1,5,1,5,7,0.2,0.2,6444
1.0,3,1,0.8000000000000002,0.9000000000000002,0.1,5,1,5,7,0.2,0.8,6445
1.0,3,1,0.8000000000000002,0.9000000000000002,0.1,5,1,5,7,0.8,0.2,6446
1.0,3,1,0.8000000000000002,0.9000000000000002,0.1,5,1,5,7,0.8,0.8,6447
1.0,3,1,0.8000000000000002,0.9000000000000002,0.1,5,1,5,21,0.2,0.2,6448
1.0,3,1,0.8000000000000002,0.9000000000000002,0.1,5,1,5,21,0.2,0.8,6449
1.0,3,1,0.8000000000000002,0.9000000000000002,0.1,5,1,5,21,0.8,0.2,6450
1.0,3,1,0.8000000000000002,0.9000000000000002,0.1,5,1,5,21,0.8,0.8,6451
1.0,3,1,0.8000000000000002,0.9000000000000002,0.1,5,1,10,7,0.2,0.2,6452
1.0,3,1,0.8000000000000002,0.9000000000000002,0.1,5,1,10,7,0.2,0.8,6453
1.0,3,1,0.8000000000000002,0.9000000000000002,0.1,5,1,10,7,0.8,0.2,6454
1.0,3,1,0.8000000000000002,0.9000000000000002,0.1,5,1,10,7,0.8,0.8,6455
1.0,3,1,0.8000000000000002,0.9000000000000002,0.1,5,1,10,21,0.2,0.2,6456
1.0,3,1,0.8000000000000002,0.9000000000000002,0.1,5,1,10,21,0.2,0.8,6457
1.0,3,1,0.8000000000000002,0.9000000000000002,0.1,5,1,10,21,0.8,0.2,6458
1.0,3,1,0.8000000000000002,0.9000000000000002,0.1,5,1,10,21,0.8,0.8,6459
1.0,3,1,0.8000000000000002,0.8500000000000002,0.1,5,1,5,7,0.2,0.2,6460
1.0,3,1,0.8000000000000002,0.8500000000000002,0.1,5,1,5,7,0.2,0.8,6461
1.0,3,1,0.8000000000000002,0.8500000000000002,0.1,5,1,5,7,0.8,0.2,6462
1.0,3,1,0.8000000000000002,0.8500000000000002,0.1,5,1,5,7,0.8,0.8,6463
1.0,3,1,0.8000000000000002,0.8500000000000002,0.1,5,1,5,21,0.2,0.2,6464
1.0,3,1,0.8000000000000002,0.8500000000000002,0.1,5,1,5,21,0.2,0.8,6465
1.0,3,1,0.8000000000000002,0.8500000000000002,0.1,5,1,5,21,0.8,0.2,6466
1.0,3,1,0.8000000000000002,0.8500000000000002,0.1,5,1,5,21,0.8,0.8,6467
1.0,3,1,0.8000000000000002,0.8500000000000002,0.1,5,1,10,7,0.2,0.2,6468
1.0,3,1,0.8000000000000002,0.8500000000000002,0.1,5,1,10,7,0.2,0.8,6469
1.0,3,1,0.8000000000000002,0.8500000000000002,0.1,5,1,10,7,0.8,0.2,6470
1.0,3,1,0.8000000000000002,0.8500000000000002,0.1,5,1,10,7,0.8,0.8,6471
1.0,3,1,0.8000000000000002,0.8500000000000002,0.1,5,1,10,21,0.2,0.2,6472
1.0,3,1,0.8000000000000002,0.8500000000000002,0.1,5,1,10,21,0.2,0.8,6473
1.0,3,1,0.8000000000000002,0.8500000000000002,0.1,5,1,10,21,0.8,0.2,6474
1.0,3,1,0.8000000000000002,0.8500000000000002,0.1,5,1,10,21,0.8,0.8,6475
1.0,3,1,0.8000000000000002,0.8000000000000002,0.1,5,1,5,7,0.2,0.2,6476
1.0,3,1,0.8000000000000002,0.8000000000000002,0.1,5,1,5,7,0.2,0.8,6477
1.0,3,1,0.8000000000000002,0.8000000000000002,0.1,5,1,5,7,0.8,0.2,6478
1.0,3,1,0.8000000000000002,0.8000000000000002,0.1,5,1,5,7,0.8,0.8,6479
1.0,3,1,0.8000000000000002,0.8000000000000002,0.1,5,1,5,21,0.2,0.2,6480
1.0,3,1,0.8000000000000002,0.8000000000000002,0.1,5,1,5,21,0.2,0.8,6481
1.0,3,1,0.8000000000000002,0.8000000000000002,0.1,5,1,5,21,0.8,0.2,6482
1.0,3,1,0.8000000000000002,0.8000000000000002,0.1,5,1,5,21,0.8,0.8,6483
1.0,3,1,0.8000000000000002,0.8000000000000002,0.1,5,1,10,7,0.2,0.2,6484
1.0,3,1,0.8000000000000002,0.8000000000000002,0.1,5,1,10,7,0.2,0.8,6485
1.0,3,1,0.8000000000000002,0.8000000000000002,0.1,5,1,10,7,0.8,0.2,6486
1.0,3,1,0.8000000000000002,0.8000000000000002,0.1,5,1,10,7,0.8,0.8,6487
1.0,3,1,0.8000000000000002,0.8000000000000002,0.1,5,1,10,21,0.2,0.2,6488
1.0,3,1,0.8000000000000002,0.8000000000000002,0.1,5,1,10,21,0.2,0.8,6489
1.0,3,1,0.8000000000000002,0.8000000000000002,0.1,5,1,10,21,0.8,0.2,6490
1.0,3,1,0.8000000000000002,0.8000000000000002,0.1,5,1,10,21,0.8,0.8,6491
1.0,3,1,0.8000000000000002,0.7500000000000001,0.1,5,1,5,7,0.2,0.2,6492
1.0,3,1,0.8000000000000002,0.7500000000000001,0.1,5,1,5,7,0.2,0.8,6493
1.0,3,1,0.8000000000000002,0.7500000000000001,0.1,5,1,5,7,0.8,0.2,6494
1.0,3,1,0.8000000000000002,0.7500000000000001,0.1,5,1,5,7,0.8,0.8,6495
1.0,3,1,0.8000000000000002,0.7500000000000001,0.1,5,1,5,21,0.2,0.2,6496
1.0,3,1,0.8000000000000002,0.7500000000000001,0.1,5,1,5,21,0.2,0.8,6497
1.0,3,1,0.8000000000000002,0.7500000000000001,0.1,5,1,5,21,0.8,0.2,6498
1.0,3,1,0.8000000000000002,0.7500000000000001,0.1,5,1,5,21,0.8,0.8,6499
1.0,3,1,0.8000000000000002,0.7500000000000001,0.1,5,1,10,7,0.2,0.2,6500
1.0,3,1,0.8000000000000002,0.7500000000000001,0.1,5,1,10,7,0.2,0.8,6501
1.0,3,1,0.8000000000000002,0.7500000000000001,0.1,5,1,10,7,0.8,0.2,6502
1.0,3,1,0.8000000000000002,0.7500000000000001,0.1,5,1,10,7,0.8,0.8,6503
1.0,3,1,0.8000000000000002,0.7500000000000001,0.1,5,1,10,21,0.2,0.2,6504
1.0,3,1,0.8000000000000002,0.7500000000000001,0.1,5,1,10,21,0.2,0.8,6505
1.0,3,1,0.8000000000000002,0.7500000000000001,0.1,5,1,10,21,0.8,0.2,6506
1.0,3,1,0.8000000000000002,0.7500000000000001,0.1,5,1,10,21,0.8,0.8,6507
1.0,3,1,0.8000000000000002,0.7000000000000001,0.1,5,1,5,7,0.2,0.2,6508
1.0,3,1,0.8000000000000002,0.7000000000000001,0.1,5,1,5,7,0.2,0.8,6509
1.0,3,1,0.8000000000000002,0.7000000000000001,0.1,5,1,5,7,0.8,0.2,6510
1.0,3,1,0.8000000000000002,0.7000000000000001,0.1,5,1,5,7,0.8,0.8,6511
1.0,3,1,0.8000000000000002,0.7000000000000001,0.1,5,1,5,21,0.2,0.2,6512
1.0,3,1,0.8000000000000002,0.7000000000000001,0.1,5,1,5,21,0.2,0.8,6513
1.0,3,1,0.8000000000000002,0.7000000000000001,0.1,5,1,5,21,0.8,0.2,6514
1.0,3,1,0.8000000000000002,0.7000000000000001,0.1,5,1,5,21,0.8,0.8,6515
1.0,3,1,0.8000000000000002,0.7000000000000001,0.1,5,1,10,7,0.2,0.2,6516
1.0,3,1,0.8000000000000002,0.7000000000000001,0.1,5,1,10,7,0.2,0.8,6517
1.0,3,1,0.8000000000000002,0.7000000000000001,0.1,5,1,10,7,0.8,0.2,6518
1.0,3,1,0.8000000000000002,0.7000000000000001,0.1,5,1,10,7,0.8,0.8,6519
1.0,3,1,0.8000000000000002,0.7000000000000001,0.1,5,1,10,21,0.2,0.2,6520
1.0,3,1,0.8000000000000002,0.7000000000000001,0.1,5,1,10,21,0.2,0.8,6521
1.0,3,1,0.8000000000000002,0.7000000000000001,0.1,5,1,10,21,0.8,0.2,6522
1.0,3,1,0.8000000000000002,0.7000000000000001,0.1,5,1,10,21,0.8,0.8,6523
1.0,3,1,0.8000000000000002,0.65,0.1,5,1,5,7,0.2,0.2,6524
1.0,3,1,0.8000000000000002,0.65,0.1,5,1,5,7,0.2,0.8,6525
1.0,3,1,0.8000000000000002,0.65,0.1,5,1,5,7,0.8,0.2,6526
1.0,3,1,0.8000000000000002,0.65,0.1,5,1,5,7,0.8,0.8,6527
1.0,3,1,0.8000000000000002,0.65,0.1,5,1,5,21,0.2,0.2,6528
1.0,3,1,0.8000000000000002,0.65,0.1,5,1,5,21,0.2,0.8,6529
1.0,3,1,0.8000000000000002,0.65,0.1,5,1,5,21,0.8,0.2,6530
1.0,3,1,0.8000000000000002,0.65,0.1,5,1,5,21,0.8,0.8,6531
1.0,3,1,0.8000000000000002,0.65,0.1,5,1,10,7,0.2,0.2,6532
1.0,3,1,0.8000000000000002,0.65,0.1,5,1,10,7,0.2,0.8,6533
1.0,3,1,0.8000000000000002,0.65,0.1,5,1,10,7,0.8,0.2,6534
1.0,3,1,0.8000000000000002,0.65,0.1,5,1,10,7,0.8,0.8,6535
1.0,3,1,0.8000000000000002,0.65,0.1,5,1,10,21,0.2,0.2,6536
1.0,3,1,0.8000000000000002,0.65,0.1,5,1,10,21,0.2,0.8,6537
1.0,3,1,0.8000000000000002,0.65,0.1,5,1,10,21,0.8,0.2,6538
1.0,3,1,0.8000000000000002,0.65,0.1,5,1,10,21,0.8,0.8,6539
1.0,3,1,0.8000000000000002,0.6,0.1,5,1,5,7,0.2,0.2,6540
1.0,3,1,0.8000000000000002,0.6,0.1,5,1,5,7,0.2,0.8,6541
1.0,3,1,0.8000000000000002,0.6,0.1,5,1,5,7,0.8,0.2,6542
1.0,3,1,0.8000000000000002,0.6,0.1,5,1,5,7,0.8,0.8,6543
1.0,3,1,0.8000000000000002,0.6,0.1,5,1,5,21,0.2,0.2,6544
1.0,3,1,0.8000000000000002,0.6,0.1,5,1,5,21,0.2,0.8,6545
1.0,3,1,0.8000000000000002,0.6,0.1,5,1,5,21,0.8,0.2,6546
1.0,3,1,0.8000000000000002,0.6,0.1,5,1,5,21,0.8,0.8,6547
1.0,3,1,0.8000000000000002,0.6,0.1,5,1,10,7,0.2,0.2,6548
1.0,3,1,0.8000000000000002,0.6,0.1,5,1,10,7,0.2,0.8,6549
1.0,3,1,0.8000000000000002,0.6,0.1,5,1,10,7,0.8,0.2,6550
1.0,3,1,0.8000000000000002,0.6,0.1,5,1,10,7,0.8,0.8,6551
1.0,3,1,0.8000000000000002,0.6,0.1,5,1,10,21,0.2,0.2,6552
1.0,3,1,0.8000000000000002,0.6,0.1,5,1,10,21,0.2,0.8,6553
1.0,3,1,0.8000000000000002,0.6,0.1,5,1,10,21,0.8,0.2,6554
1.0,3,1,0.8000000000000002,0.6,0.1,5,1,10,21,0.8,0.8,6555
1.0,3,1,0.7500000000000001,1.0000000000000004,0.1,5,1,5,7,0.2,0.2,6556
1.0,3,1,0.7500000000000001,1.0000000000000004,0.1,5,1,5,7,0.2,0.8,6557
1.0,3,1,0.7500000000000001,1.0000000000000004,0.1,5,1,5,7,0.8,0.2,6558
1.0,3,1,0.7500000000000001,1.0000000000000004,0.1,5,1,5,7,0.8,0.8,6559
1.0,3,1,0.7500000000000001,1.0000000000000004,0.1,5,1,5,21,0.2,0.2,6560
1.0,3,1,0.7500000000000001,1.0000000000000004,0.1,5,1,5,21,0.2,0.8,6561
1.0,3,1,0.7500000000000001,1.0000000000000004,0.1,5,1,5,21,0.8,0.2,6562
1.0,3,1,0.7500000000000001,1.0000000000000004,0.1,5,1,5,21,0.8,0.8,6563
1.0,3,1,0.7500000000000001,1.0000000000000004,0.1,5,1,10,7,0.2,0.2,6564
1.0,3,1,0.7500000000000001,1.0000000000000004,0.1,5,1,10,7,0.2,0.8,6565
1.0,3,1,0.7500000000000001,1.0000000000000004,0.1,5,1,10,7,0.8,0.2,6566
1.0,3,1,0.7500000000000001,1.0000000000000004,0.1,5,1,10,7,0.8,0.8,6567
1.0,3,1,0.7500000000000001,1.0000000000000004,0.1,5,1,10,21,0.2,0.2,6568
1.0,3,1,0.7500000000000001,1.0000000000000004,0.1,5,1,10,21,0.2,0.8,6569
1.0,3,1,0.7500000000000001,1.0000000000000004,0.1,5,1,10,21,0.8,0.2,6570
1.0,3,1,0.7500000000000001,1.0000000000000004,0.1,5,1,10,21,0.8,0.8,6571
1.0,3,1,0.7500000000000001,0.9500000000000003,0.1,5,1,5,7,0.2,0.2,6572
1.0,3,1,0.7500000000000001,0.9500000000000003,0.1,5,1,5,7,0.2,0.8,6573
1.0,3,1,0.7500000000000001,0.9500000000000003,0.1,5,1,5,7,0.8,0.2,6574
1.0,3,1,0.7500000000000001,0.9500000000000003,0.1,5,1,5,7,0.8,0.8,6575
1.0,3,1,0.7500000000000001,0.9500000000000003,0.1,5,1,5,21,0.2,0.2,6576
1.0,3,1,0.7500000000000001,0.9500000000000003,0.1,5,1,5,21,0.2,0.8,6577
1.0,3,1,0.7500000000000001,0.9500000000000003,0.1,5,1,5,21,0.8,0.2,6578
1.0,3,1,0.7500000000000001,0.9500000000000003,0.1,5,1,5,21,0.8,0.8,6579
1.0,3,1,0.7500000000000001,0.9500000000000003,0.1,5,1,10,7,0.2,0.2,6580
1.0,3,1,0.7500000000000001,0.9500000000000003,0.1,5,1,10,7,0.2,0.8,6581
1.0,3,1,0.7500000000000001,0.9500000000000003,0.1,5,1,10,7,0.8,0.2,6582
1.0,3,1,0.7500000000000001,0.9500000000000003,0.1,5,1,10,7,0.8,0.8,6583
1.0,3,1,0.7500000000000001,0.9500000000000003,0.1,5,1,10,21,0.2,0.2,6584
1.0,3,1,0.7500000000000001,0.9500000000000003,0.1,5,1,10,21,0.2,0.8,6585
1.0,3,1,0.7500000000000001,0.9500000000000003,0.1,5,1,10,21,0.8,0.2,6586
1.0,3,1,0.7500000000000001,0.9500000000000003,0.1,5,1,10,21,0.8,0.8,6587
1.0,3,1,0.7500000000000001,0.9000000000000002,0.1,5,1,5,7,0.2,0.2,6588
1.0,3,1,0.7500000000000001,0.9000000000000002,0.1,5,1,5,7,0.2,0.8,6589
1.0,3,1,0.7500000000000001,0.9000000000000002,0.1,5,1,5,7,0.8,0.2,6590
1.0,3,1,0.7500000000000001,0.9000000000000002,0.1,5,1,5,7,0.8,0.8,6591
1.0,3,1,0.7500000000000001,0.9000000000000002,0.1,5,1,5,21,0.2,0.2,6592
1.0,3,1,0.7500000000000001,0.9000000000000002,0.1,5,1,5,21,0.2,0.8,6593
1.0,3,1,0.7500000000000001,0.9000000000000002,0.1,5,1,5,21,0.8,0.2,6594
1.0,3,1,0.7500000000000001,0.9000000000000002,0.1,5,1,5,21,0.8,0.8,6595
1.0,3,1,0.7500000000000001,0.9000000000000002,0.1,5,1,10,7,0.2,0.2,6596
1.0,3,1,0.7500000000000001,0.9000000000000002,0.1,5,1,10,7,0.2,0.8,6597
1.0,3,1,0.7500000000000001,0.9000000000000002,0.1,5,1,10,7,0.8,0.2,6598
1.0,3,1,0.7500000000000001,0.9000000000000002,0.1,5,1,10,7,0.8,0.8,6599
1.0,3,1,0.7500000000000001,0.9000000000000002,0.1,5,1,10,21,0.2,0.2,6600
1.0,3,1,0.7500000000000001,0.9000000000000002,0.1,5,1,10,21,0.2,0.8,6601
1.0,3,1,0.7500000000000001,0.9000000000000002,0.1,5,1,10,21,0.8,0.2,6602
1.0,3,1,0.7500000000000001,0.9000000000000002,0.1,5,1,10,21,0.8,0.8,6603
1.0,3,1,0.7500000000000001,0.8500000000000002,0.1,5,1,5,7,0.2,0.2,6604
1.0,3,1,0.7500000000000001,0.8500000000000002,0.1,5,1,5,7,0.2,0.8,6605
1.0,3,1,0.7500000000000001,0.8500000000000002,0.1,5,1,5,7,0.8,0.2,6606
1.0,3,1,0.7500000000000001,0.8500000000000002,0.1,5,1,5,7,0.8,0.8,6607
1.0,3,1,0.7500000000000001,0.8500000000000002,0.1,5,1,5,21,0.2,0.2,6608
1.0,3,1,0.7500000000000001,0.8500000000000002,0.1,5,1,5,21,0.2,0.8,6609
1.0,3,1,0.7500000000000001,0.8500000000000002,0.1,5,1,5,21,0.8,0.2,6610
1.0,3,1,0.7500000000000001,0.8500000000000002,0.1,5,1,5,21,0.8,0.8,6611
1.0,3,1,0.7500000000000001,0.8500000000000002,0.1,5,1,10,7,0.2,0.2,6612
1.0,3,1,0.7500000000000001,0.8500000000000002,0.1,5,1,10,7,0.2,0.8,6613
1.0,3,1,0.7500000000000001,0.8500000000000002,0.1,5,1,10,7,0.8,0.2,6614
1.0,3,1,0.7500000000000001,0.8500000000000002,0.1,5,1,10,7,0.8,0.8,6615
1.0,3,1,0.7500000000000001,0.8500000000000002,0.1,5,1,10,21,0.2,0.2,6616
1.0,3,1,0.7500000000000001,0.8500000000000002,0.1,5,1,10,21,0.2,0.8,6617
1.0,3,1,0.7500000000000001,0.8500000000000002,0.1,5,1,10,21,0.8,0.2,6618
1.0,3,1,0.7500000000000001,0.8500000000000002,0.1,5,1,10,21,0.8,0.8,6619
1.0,3,1,0.7500000000000001,0.8000000000000002,0.1,5,1,5,7,0.2,0.2,6620
1.0,3,1,0.7500000000000001,0.8000000000000002,0.1,5,1,5,7,0.2,0.8,6621
1.0,3,1,0.7500000000000001,0.8000000000000002,0.1,5,1,5,7,0.8,0.2,6622
1.0,3,1,0.7500000000000001,0.8000000000000002,0.1,5,1,5,7,0.8,0.8,6623
1.0,3,1,0.7500000000000001,0.8000000000000002,0.1,5,1,5,21,0.2,0.2,6624
1.0,3,1,0.7500000000000001,0.8000000000000002,0.1,5,1,5,21,0.2,0.8,6625
1.0,3,1,0.7500000000000001,0.8000000000000002,0.1,5,1,5,21,0.8,0.2,6626
1.0,3,1,0.7500000000000001,0.8000000000000002,0.1,5,1,5,21,0.8,0.8,6627
1.0,3,1,0.7500000000000001,0.8000000000000002,0.1,5,1,10,7,0.2,0.2,6628
1.0,3,1,0.7500000000000001,0.8000000000000002,0.1,5,1,10,7,0.2,0.8,6629
1.0,3,1,0.7500000000000001,0.8000000000000002,0.1,5,1,10,7,0.8,0.2,6630
1.0,3,1,0.7500000000000001,0.8000000000000002,0.1,5,1,10,7,0.8,0.8,6631
1.0,3,1,0.7500000000000001,0.8000000000000002,0.1,5,1,10,21,0.2,0.2,6632
1.0,3,1,0.7500000000000001,0.8000000000000002,0.1,5,1,10,21,0.2,0.8,6633
1.0,3,1,0.7500000000000001,0.8000000000000002,0.1,5,1,10,21,0.8,0.2,6634
1.0,3,1,0.7500000000000001,0.8000000000000002,0.1,5,1,10,21,0.8,0.8,6635
1.0,3,1,0.7500000000000001,0.7500000000000001,0.1,5,1,5,7,0.2,0.2,6636
1.0,3,1,0.7500000000000001,0.7500000000000001,0.1,5,1,5,7,0.2,0.8,6637
1.0,3,1,0.7500000000000001,0.7500000000000001,0.1,5,1,5,7,0.8,0.2,6638
1.0,3,1,0.7500000000000001,0.7500000000000001,0.1,5,1,5,7,0.8,0.8,6639
1.0,3,1,0.7500000000000001,0.7500000000000001,0.1,5,1,5,21,0.2,0.2,6640
1.0,3,1,0.7500000000000001,0.7500000000000001,0.1,5,1,5,21,0.2,0.8,6641
1.0,3,1,0.7500000000000001,0.7500000000000001,0.1,5,1,5,21,0.8,0.2,6642
1.0,3,1,0.7500000000000001,0.7500000000000001,0.1,5,1,5,21,0.8,0.8,6643
1.0,3,1,0.7500000000000001,0.7500000000000001,0.1,5,1,10,7,0.2,0.2,6644
1.0,3,1,0.7500000000000001,0.7500000000000001,0.1,5,1,10,7,0.2,0.8,6645
1.0,3,1,0.7500000000000001,0.7500000000000001,0.1,5,1,10,7,0.8,0.2,6646
1.0,3,1,0.7500000000000001,0.7500000000000001,0.1,5,1,10,7,0.8,0.8,6647
1.0,3,1,0.7500000000000001,0.7500000000000001,0.1,5,1,10,21,0.2,0.2,6648
1.0,3,1,0.7500000000000001,0.7500000000000001,0.1,5,1,10,21,0.2,0.8,6649
1.0,3,1,0.7500000000000001,0.7500000000000001,0.1,5,1,10,21,0.8,0.2,6650
1.0,3,1,0.7500000000000001,0.7500000000000001,0.1,5,1,10,21,0.8,0.8,6651
1.0,3,1,0.7500000000000001,0.7000000000000001,0.1,5,1,5,7,0.2,0.2,6652
1.0,3,1,0.7500000000000001,0.7000000000000001,0.1,5,1,5,7,0.2,0.8,6653
1.0,3,1,0.7500000000000001,0.7000000000000001,0.1,5,1,5,7,0.8,0.2,6654
1.0,3,1,0.7500000000000001,0.7000000000000001,0.1,5,1,5,7,0.8,0.8,6655
1.0,3,1,0.7500000000000001,0.7000000000000001,0.1,5,1,5,21,0.2,0.2,6656
1.0,3,1,0.7500000000000001,0.7000000000000001,0.1,5,1,5,21,0.2,0.8,6657
1.0,3,1,0.7500000000000001,0.7000000000000001,0.1,5,1,5,21,0.8,0.2,6658
1.0,3,1,0.7500000000000001,0.7000000000000001,0.1,5,1,5,21,0.8,0.8,6659
1.0,3,1,0.7500000000000001,0.7000000000000001,0.1,5,1,10,7,0.2,0.2,6660
1.0,3,1,0.7500000000000001,0.7000000000000001,0.1,5,1,10,7,0.2,0.8,6661
1.0,3,1,0.7500000000000001,0.7000000000000001,0.1,5,1,10,7,0.8,0.2,6662
1.0,3,1,0.7500000000000001,0.7000000000000001,0.1,5,1,10,7,0.8,0.8,6663
1.0,3,1,0.7500000000000001,0.7000000000000001,0.1,5,1,10,21,0.2,0.2,6664
1.0,3,1,0.7500000000000001,0.7000000000000001,0.1,5,1,10,21,0.2,0.8,6665
1.0,3,1,0.7500000000000001,0.7000000000000001,0.1,5,1,10,21,0.8,0.2,6666
1.0,3,1,0.7500000000000001,0.7000000000000001,0.1,5,1,10,21,0.8,0.8,6667
1.0,3,1,0.7500000000000001,0.65,0.1,5,1,5,7,0.2,0.2,6668
1.0,3,1,0.7500000000000001,0.65,0.1,5,1,5,7,0.2,0.8,6669
1.0,3,1,0.7500000000000001,0.65,0.1,5,1,5,7,0.8,0.2,6670
1.0,3,1,0.7500000000000001,0.65,0.1,5,1,5,7,0.8,0.8,6671
1.0,3,1,0.7500000000000001,0.65,0.1,5,1,5,21,0.2,0.2,6672
1.0,3,1,0.7500000000000001,0.65,0.1,5,1,5,21,0.2,0.8,6673
1.0,3,1,0.7500000000000001,0.65,0.1,5,1,5,21,0.8,0.2,6674
1.0,3,1,0.7500000000000001,0.65,0.1,5,1,5,21,0.8,0.8,6675
1.0,3,1,0.7500000000000001,0.65,0.1,5,1,10,7,0.2,0.2,6676
1.0,3,1,0.7500000000000001,0.65,0.1,5,1,10,7,0.2,0.8,6677
1.0,3,1,0.7500000000000001,0.65,0.1,5,1,10,7,0.8,0.2,6678
1.0,3,1,0.7500000000000001,0.65,0.1,5,1,10,7,0.8,0.8,6679
1.0,3,1,0.7500000000000001,0.65,0.1,5,1,10,21,0.2,0.2,6680
1.0,3,1,0.7500000000000001,0.65,0.1,5,1,10,21,0.2,0.8,6681
1.0,3,1,0.7500000000000001,0.65,0.1,5,1,10,21,0.8,0.2,6682
1.0,3,1,0.7500000000000001,0.65,0.1,5,1,10,21,0.8,0.8,6683
1.0,3,1,0.7500000000000001,0.6,0.1,5,1,5,7,0.2,0.2,6684
1.0,3,1,0.7500000000000001,0.6,0.1,5,1,5,7,0.2,0.8,6685
1.0,3,1,0.7500000000000001,0.6,0.1,5,1,5,7,0.8,0.2,6686
1.0,3,1,0.7500000000000001,0.6,0.1,5,1,5,7,0.8,0.8,6687
1.0,3,1,0.7500000000000001,0.6,0.1,5,1,5,21,0.2,0.2,6688
1.0,3,1,0.7500000000000001,0.6,0.1,5,1,5,21,0.2,0.8,6689
1.0,3,1,0.7500000000000001,0.6,0.1,5,1,5,21,0.8,0.2,6690
1.0,3,1,0.7500000000000001,0.6,0.1,5,1,5,21,0.8,0.8,6691
1.0,3,1,0.7500000000000001,0.6,0.1,5,1,10,7,0.2,0.2,6692
1.0,3,1,0.7500000000000001,0.6,0.1,5,1,10,7,0.2,0.8,6693
1.0,3,1,0.7500000000000001,0.6,0.1,5,1,10,7,0.8,0.2,6694
1.0,3,1,0.7500000000000001,0.6,0.1,5,1,10,7,0.8,0.8,6695
1.0,3,1,0.7500000000000001,0.6,0.1,5,1,10,21,0.2,0.2,6696
1.0,3,1,0.7500000000000001,0.6,0.1,5,1,10,21,0.2,0.8,6697
1.0,3,1,0.7500000000000001,0.6,0.1,5,1,10,21,0.8,0.2,6698
1.0,3,1,0.7500000000000001,0.6,0.1,5,1,10,21,0.8,0.8,6699
1.0,3,1,0.7000000000000001,1.0000000000000004,0.1,5,1,5,7,0.2,0.2,6700
1.0,3,1,0.7000000000000001,1.0000000000000004,0.1,5,1,5,7,0.2,0.8,6701
1.0,3,1,0.7000000000000001,1.0000000000000004,0.1,5,1,5,7,0.8,0.2,6702
1.0,3,1,0.7000000000000001,1.0000000000000004,0.1,5,1,5,7,0.8,0.8,6703
1.0,3,1,0.7000000000000001,1.0000000000000004,0.1,5,1,5,21,0.2,0.2,6704
1.0,3,1,0.7000000000000001,1.0000000000000004,0.1,5,1,5,21,0.2,0.8,6705
1.0,3,1,0.7000000000000001,1.0000000000000004,0.1,5,1,5,21,0.8,0.2,6706
1.0,3,1,0.7000000000000001,1.0000000000000004,0.1,5,1,5,21,0.8,0.8,6707
1.0,3,1,0.7000000000000001,1.0000000000000004,0.1,5,1,10,7,0.2,0.2,6708
1.0,3,1,0.7000000000000001,1.0000000000000004,0.1,5,1,10,7,0.2,0.8,6709
1.0,3,1,0.7000000000000001,1.0000000000000004,0.1,5,1,10,7,0.8,0.2,6710
1.0,3,1,0.7000000000000001,1.0000000000000004,0.1,5,1,10,7,0.8,0.8,6711
1.0,3,1,0.7000000000000001,1.0000000000000004,0.1,5,1,10,21,0.2,0.2,6712
1.0,3,1,0.7000000000000001,1.0000000000000004,0.1,5,1,10,21,0.2,0.8,6713
1.0,3,1,0.7000000000000001,1.0000000000000004,0.1,5,1,10,21,0.8,0.2,6714
1.0,3,1,0.7000000000000001,1.0000000000000004,0.1,5,1,10,21,0.8,0.8,6715
1.0,3,1,0.7000000000000001,0.9500000000000003,0.1,5,1,5,7,0.2,0.2,6716
1.0,3,1,0.7000000000000001,0.9500000000000003,0.1,5,1,5,7,0.2,0.8,6717
1.0,3,1,0.7000000000000001,0.9500000000000003,0.1,5,1,5,7,0.8,0.2,6718
1.0,3,1,0.7000000000000001,0.9500000000000003,0.1,5,1,5,7,0.8,0.8,6719
1.0,3,1,0.7000000000000001,0.9500000000000003,0.1,5,1,5,21,0.2,0.2,6720
1.0,3,1,0.7000000000000001,0.9500000000000003,0.1,5,1,5,21,0.2,0.8,6721
1.0,3,1,0.7000000000000001,0.9500000000000003,0.1,5,1,5,21,0.8,0.2,6722
1.0,3,1,0.7000000000000001,0.9500000000000003,0.1,5,1,5,21,0.8,0.8,6723
1.0,3,1,0.7000000000000001,0.9500000000000003,0.1,5,1,10,7,0.2,0.2,6724
1.0,3,1,0.7000000000000001,0.9500000000000003,0.1,5,1,10,7,0.2,0.8,6725
1.0,3,1,0.7000000000000001,0.9500000000000003,0.1,5,1,10,7,0.8,0.2,6726
1.0,3,1,0.7000000000000001,0.9500000000000003,0.1,5,1,10,7,0.8,0.8,6727
1.0,3,1,0.7000000000000001,0.9500000000000003,0.1,5,1,10,21,0.2,0.2,6728
1.0,3,1,0.7000000000000001,0.9500000000000003,0.1,5,1,10,21,0.2,0.8,6729
1.0,3,1,0.7000000000000001,0.9500000000000003,0.1,5,1,10,21,0.8,0.2,6730
1.0,3,1,0.7000000000000001,0.9500000000000003,0.1,5,1,10,21,0.8,0.8,6731
1.0,3,1,0.7000000000000001,0.9000000000000002,0.1,5,1,5,7,0.2,0.2,6732
